ID	baseMean	log2FoldChange	padj	Label
RRS1	159	-0.3	0.2693	-
HMCES	340.1	-0.2	0.2693	-
TMF1	1436.3	-0.3	0.2694	-
CCNI2	7.4	-2.3	0.2694	-
ACSS2	667.9	-0.3	0.2695	-
RGS16	14.6	-0.8	0.2695	-
ZRANB3	110	0.4	0.2696	-
AGA	591.9	0.2	0.2698	-
MCF2L2	34	-0.9	0.2699	-
ATP6V1D	905.6	-0.2	0.2699	-
SPATA2L	104	-0.4	0.2699	-
IFFO2	181.4	0.4	0.2699	-
SMG1P2	59.3	0.5	0.2699	-
RTCA	531.4	-0.1	0.2701	-
MAPT	42.1	0.7	0.2701	-
AC007068.1	21.5	0.7	0.2701	-
ANKIB1	1788	0.3	0.2705	-
TMEM243	323.5	-0.3	0.2705	-
AC114284.1	14.6	-0.9	0.2705	-
CWC22	500.8	0.2	0.2707	-
HES2	7.5	1.2	0.2708	-
PARL	456.7	-0.2	0.2709	-
SHISA4	661.9	-0.2	0.2709	-
INMT	858.7	-1.2	0.2709	-
FAM189B	1036.5	-0.2	0.271	-
EIF2AK2	1928.6	0.2	0.2715	-
MRPL32	570.1	-0.2	0.2715	-
IL6	155.9	0.8	0.2715	-
CTNND1	4329.7	-0.3	0.2715	-
ZCCHC3	298.6	0.2	0.2715	-
FLT3LG	215.6	0.3	0.2719	-
UBE2N	909.2	-0.2	0.2719	-
AC021092.1	66.6	0.7	0.2721	-
MTDH	3437.7	-0.3	0.2725	-
SLC44A1	3551.2	-0.2	0.2726	-
PYURF	892.1	-0.3	0.2726	-
AC004160.1	37.3	-0.6	0.2726	-
AC040162.1	32.2	-0.8	0.2726	-
ZDHHC6	659.5	-0.1	0.273	-
TMEM231	244.2	0.4	0.2737	-
SULF2	2674.3	0.7	0.2738	-
CCDC9B	1074.2	-0.2	0.2739	-
PRELID2	40	-0.7	0.274	-
TFDP2	1431.3	0.3	0.2741	-
B4GALNT1	18.2	-0.7	0.2741	-
IGSF6	7.8	1.3	0.2741	-
IRF2BP1	296.1	0.3	0.2741	-
TRIM24	269.4	0.2	0.2747	-
GOLGA7	961.5	0.3	0.2747	-
RPIA	167.7	-0.2	0.2747	-
NIM1K	55.5	0.7	0.2747	-
TMEM185A	523.6	-0.3	0.2747	-
AC018638.6	12	-0.9	0.2747	-
TMEM150C	35.6	-0.8	0.2748	-
AL158152.1	28.9	-0.6	0.2748	-
VMA21	770.4	-0.1	0.2749	-
C1orf198	2771.1	-0.5	0.2752	-
AC093425.1	14.7	0.9	0.2752	-
PRRC2C	5488.3	0.2	0.2755	-
EIF2B5	580.9	-0.2	0.2755	-
MCPH1	276.8	0.2	0.2759	-
KIAA1217	49.4	0.8	0.2761	-
LINC00173	21.3	1.5	0.2761	-
ST6GALNAC4	380.5	-0.3	0.2764	-
ACOT1	71.2	-0.8	0.2766	-
LPGAT1	1051.6	-0.2	0.2768	-
RPS10P7	22.5	-0.7	0.2768	-
C4A-AS1	10.9	1.1	0.277	-
ZNF302	595.8	0.2	0.2772	-
SUPT20H	770.3	0.2	0.2772	-
MAT2A	4443.6	-0.2	0.2772	-
ZNF566	157.5	0.4	0.2772	-
AL353625.1	85	0.5	0.2772	-
LARP1	4226.4	-0.2	0.2774	-
MBTD1	363.6	0.2	0.2777	-
TFB2M	172.8	-0.2	0.2777	-
USP10	899.1	-0.2	0.2778	-
NECAB3	206.5	0.4	0.2779	-
SDHD	1400.1	-0.1	0.2779	-
AC006333.2	51.6	-0.5	0.2781	-
YEATS2-AS1	11.8	1.1	0.2782	-
PRNP	8771.5	0.2	0.2783	-
NGRN	2040.6	0.1	0.2783	-
AC134312.1	15.8	0.8	0.2784	-
LINC02223	13	0.8	0.2785	-
AL592435.1	16.2	0.7	0.2786	-
DEPDC5	218.5	0.2	0.2787	-
STBD1	359.1	-0.5	0.2788	-
CAB39	1665.9	-0.1	0.2789	-
SEC31A	8895.6	0.2	0.2789	-
EXOSC6	326.5	0.2	0.2789	-
AC006064.2	16.4	-0.7	0.2789	-
UGCG	1668.2	-0.5	0.279	-
WDR76	94.1	0.3	0.2793	-
FCMR	25.6	-1.7	0.2793	-
MPHOSPH9	225	0.3	0.28	-
SNAI1	65.2	0.5	0.28	-
TMEM263	2142.9	0.2	0.28	-
ATAD2	420.7	0.2	0.28	-
DCP2	453.5	-0.3	0.2802	-
KTN1	7265.2	-0.4	0.2803	-
SUMO3	1613.4	-0.1	0.2804	-
ACAD10	522.3	0.1	0.2805	-
PRDM2	1183.8	-0.1	0.2806	-
ETFBKMT	107.9	0.4	0.2806	-
ITGA1	1216	-0.4	0.2806	-
AC116913.1	14.9	-0.7	0.2806	-
OAZ1	10037	-0.1	0.2807	-
AC132812.1	95	-0.5	0.2807	-
DESI1	608.5	-0.2	0.2809	-
USP16	1038.9	-0.2	0.2809	-
PQLC2	235.1	-0.2	0.2815	-
PGM5P2	82.8	0.6	0.2819	-
DVL2	986.1	0.3	0.2821	-
LPCAT2	808	0.3	0.2821	-
ASIC1	263.6	0.4	0.2821	-
ABHD2	1840.1	-0.4	0.2821	-
PHRF1	928.7	-0.2	0.2823	-
PDCD5	704.1	-0.2	0.2823	-
AMZ1	7.8	1.3	0.2826	-
TSPAN17	893.4	-0.2	0.2828	-
PCMTD2	945.2	0.2	0.2828	-
RAB3B	3334.6	-0.6	0.2831	-
ZNF519	85.9	0.3	0.2831	-
FAM118A	698.5	0.6	0.2832	-
HYI	170.7	0.3	0.2832	-
HMGB3	597	0.3	0.2838	-
CHKB	501.2	0.2	0.2838	-
AC080023.1	44.6	-0.7	0.2839	-
FNDC1	365.2	0.6	0.2842	-
SNAP29	985.1	0.2	0.2847	-
RBM42	887.1	-0.2	0.2851	-
SUSD5	85.9	-0.6	0.2851	-
SPHK1	196.5	-0.9	0.2851	-
LGALS3	4709	0.3	0.2852	-
FAM198B-AS1	363.5	-0.5	0.2853	-
SSR2	2921.8	0.1	0.2854	-
ZNF664	2013.7	0.1	0.2854	-
MBL1P	60.2	-0.6	0.2854	-
AC011586.2	21.3	1	0.2854	-
AC087286.2	18.2	-0.8	0.2854	-
HTR7	10.2	-1.5	0.2855	-
LSM14B	793.9	0.2	0.2855	-
INPP1	332.2	0.2	0.2855	-
ZNF691	128	0.3	0.2855	-
TMEM170B	122.2	-0.3	0.2855	-
PPP1R37	556.4	0.2	0.2856	-
CSRP1	3616.3	-0.5	0.2856	-
NKIRAS1	249.1	0.2	0.2856	-
STYX	572.8	-0.1	0.2856	-
ZMIZ1	3597.1	0.3	0.2857	-
UFSP1	13.6	-0.7	0.2858	-
ZNF418	63.8	0.5	0.2858	-
DNMT3B	50.9	0.6	0.2863	-
MANEA	477.8	-0.1	0.2863	-
CTBP1	2034.2	0.2	0.2864	-
CYP26B1	106.7	1	0.2866	-
DPYSL2	3715.2	0.2	0.2866	-
MAZ	1175.3	0.2	0.2866	-
TOR2A	116.5	-0.3	0.2866	-
AC009275.1	22.9	0.6	0.2866	-
FAM126B	332.4	0.2	0.2867	-
AC091185.1	40.2	-0.4	0.2867	-
ITGAE	253.9	-0.3	0.2876	-
ZNF213	312.6	0.2	0.2882	-
MIR4435-2HG	1042.9	0.3	0.2882	-
RIPOR2	84.9	0.8	0.2884	-
UBA2	1700.8	-0.2	0.2886	-
TMEM206	92.7	0.5	0.2888	-
SCARB1	298.9	0.5	0.2888	-
ATXN7L3	1089.4	-0.2	0.2888	-
OSBPL2	665.8	0.1	0.2888	-
ADAMTS10	378.7	0.2	0.2888	-
GMPS	1076.1	0.1	0.2888	-
PSG6	10.7	1.5	0.2888	-
LINC00545	8.1	-1	0.2888	-
ANKLE2	1414.8	-0.1	0.2896	-
CYP51A1	984	0.2	0.2901	-
ZNF665	75.6	0.4	0.2904	-
LINC01081	37.5	0.4	0.2904	-
TRIM4	879.4	0.2	0.2905	-
RNF180	28.6	-0.9	0.2906	-
AL365361.1	33.4	0.8	0.2906	-
BMP6	139.4	-1	0.2908	-
ROR1	1210.4	-0.2	0.2908	-
DBF4	88.7	0.5	0.2909	-
FAM20B	1809.3	-0.2	0.2909	-
PPP2R3B	199.1	0.3	0.2909	-
PRKCH	92.8	-0.7	0.2918	-
PLAU	831.7	0.5	0.2918	-
USP18	88	-0.3	0.2918	-
SCML1	437.4	-0.2	0.2921	-
ALG9	581.5	-0.4	0.2921	-
GDAP2	230.5	0.2	0.2922	-
RBM24	35.7	0.8	0.2926	-
PPP5D1	20.7	0.6	0.2926	-
APLP1	89.4	0.5	0.293	-
AL450384.2	17.4	-0.7	0.2932	-
HNRNPA2B1	7970	-0.2	0.2934	-
SIK2	3250	-0.2	0.2937	-
AL627309.5	122.1	0.8	0.2937	-
AC079174.2	11.3	0.8	0.2937	-
LETM2	68.6	-0.4	0.2939	-
AC004982.2	16.9	-1	0.294	-
PLEKHF2	172	-0.2	0.2941	-
LINC00954	12.4	1.2	0.2941	-
MARS2	41.2	-0.4	0.2941	-
HIST1H2BG	13.6	0.9	0.2941	-
BUD13	176.4	0.2	0.2942	-
NFKBIL1	283.7	0.2	0.2942	-
SLC20A2	1177.1	-0.4	0.2944	-
YIPF6	941.2	-0.2	0.2944	-
ZFP2	29.9	0.6	0.2944	-
AHRR	641.5	0.4	0.2946	-
TTLL1	247.3	0.2	0.2946	-
LSM5	304.9	-0.2	0.2946	-
CTU1	35.2	-0.5	0.2946	-
TMEFF2	21.8	0.9	0.2946	-
BCAM	548.9	0.3	0.2946	-
COL25A1	10.1	-1.4	0.2946	-
GTF2IP20	128.8	0.4	0.2949	-
ZNF19	61.5	0.3	0.2956	-
CAMKK1	78.3	0.6	0.2958	-
CCNK	793	-0.2	0.2958	-
HLX	375.1	-0.3	0.2959	-
NDUFV2	861.7	-0.2	0.2959	-
NASP	935.1	0.2	0.296	-
ZNF571	66.8	0.4	0.296	-
CIITA	63.4	0.5	0.2963	-
AGTPBP1	235.5	-0.2	0.2965	-
RMND5B	463.9	0.2	0.2965	-
AC245140.2	29.1	0.5	0.2965	-
FUCA2	2003.8	0.2	0.2966	-
CRMP1	479.3	0.1	0.2966	-
EXOSC2	189.7	0.3	0.2969	-
JMJD1C-AS1	7.5	1.2	0.2969	-
COLEC10	17	0.9	0.297	-
GABBR2	146.1	-0.9	0.2971	-
ZNF397	580.3	0.1	0.2971	-
NOL4L	183.8	0.2	0.2973	-
TCF7	57	0.5	0.2975	-
AC005618.1	45.8	0.6	0.2975	-
ADH4	15	-1.5	0.2978	-
AP000787.1	23.2	-0.6	0.2982	-
MARC2	299.5	-0.3	0.2988	-
HNRNPH1	3815.4	-0.2	0.2988	-
KRT10	188.1	-0.4	0.2991	-
MOXD1	5702.9	0.3	0.2993	-
FCHO1	16.5	0.9	0.2993	-
C3orf67	48.9	0.4	0.2993	-
SMARCC1	1498.6	0.2	0.2993	-
CDK5R1	16.6	0.7	0.2993	-
PIR	196.7	0.6	0.2994	-
MED30	109	-0.4	0.2994	-
SGSM3	674.7	-0.3	0.2999	-
AC104117.2	8	1.6	0.2999	-
CSPG4P12	338.2	0.2	0.2999	-
Z97653.2	10.4	0.9	0.2999	-
RBM5-AS1	48.5	0.4	0.2999	-
ZNRD1ASP	156.5	0.4	0.3	-
PPID	598.7	0.3	0.3002	-
C9orf64	345	-0.1	0.3007	-
OGFOD3	578.5	0.1	0.3007	-
HMGN2	1773.3	0.2	0.3007	-
NIPBL-DT	178.1	0.3	0.3009	-
CLUL1	9.6	1.8	0.301	-
NADK2	299.8	0.3	0.301	-
AC020604.1	7.2	1.3	0.301	-
AC006059.2	6.4	-2.3	0.301	-
OLFM2	52.5	1.1	0.3011	-
CHN1	2064.3	0.5	0.3011	-
BMS1P1	164.9	0.2	0.3011	-
ITSN1	1495.3	-0.2	0.3011	-
AL133453.1	63.8	-0.6	0.3011	-
CTH	49.9	-0.6	0.3012	-
RHOG	612.9	-0.1	0.3012	-
EIF5A	3893.1	-0.2	0.3016	-
PHKA2	422.6	-0.3	0.3019	-
RAD51B	65.9	0.6	0.302	-
ATP6V1A	2098.3	0.4	0.3022	-
HHIP	20.6	-1.6	0.3026	-
POGLUT2	249.5	0.2	0.3028	-
EFHB	51.8	0.7	0.3033	-
DOHH	152.9	-0.3	0.3034	-
MRGBP	376.4	-0.2	0.3035	-
TMEM62	171.3	-0.3	0.3035	-
USP21	351.4	0.3	0.3035	-
MAPK12	485.3	-0.2	0.3035	-
AC007390.2	41.1	0.4	0.3035	-
SRSF3	2048.6	-0.2	0.3039	-
MOGS	817.4	-0.2	0.3039	-
CASZ1	9.4	-1.6	0.3039	-
KHDC1	88.5	0.3	0.3039	-
RBM47	23.9	1.2	0.3039	-
RAB42	64.1	0.3	0.3039	-
AC245033.1	38.2	0.9	0.3039	-
FP700111.2	7.2	1.2	0.3041	-
OTUB2	48.1	0.5	0.3043	-
TOMM40L	198.7	0.2	0.3043	-
AMPD2	1009.1	0.3	0.3046	-
CLBA1	181.9	0.2	0.3046	-
AC060766.4	25.5	-0.7	0.3046	-
RBM5	2873.5	0.1	0.3047	-
PSD	146.6	0.4	0.3047	-
LRP2BP	37.8	0.5	0.3047	-
SOD2	14675.2	-0.4	0.3047	-
SLC2A1	2533.8	-0.4	0.3047	-
DMAC2L	479.4	-0.3	0.3047	-
MTO1	373.2	0.3	0.3047	-
NAAA	219.1	-0.7	0.3047	-
HNRNPF	2858.6	-0.2	0.3047	-
FAM72B	27.2	0.8	0.3047	-
WDR45	1145	-0.2	0.3047	-
NRAV	95.5	0.4	0.3047	-
AC026150.1	58.5	0.4	0.3047	-
LRP6	1870.1	0.4	0.3049	-
CDO1	94.6	-1.2	0.3049	-
THEM6	99.1	0.3	0.3049	-
CD14	23.2	-0.9	0.3049	-
CFAP44	186.8	0.4	0.3049	-
ZNF192P1	26.9	0.6	0.3049	-
DSTNP2	61.3	0.5	0.3049	-
CHURC1	1738.4	-0.1	0.3049	-
ZXDA	94.7	0.3	0.305	-
AC084824.4	16.4	-0.8	0.3051	-
FMN2	372.5	-0.5	0.3055	-
NID2	7386.8	-0.5	0.3056	-
NFKB1	1066.5	0.2	0.3056	-
KIAA2013	1177	-0.1	0.3056	-
USP25	1610.9	0.2	0.3056	-
PRMT2	2164.1	0.1	0.3056	-
SPRYD3	725.1	-0.2	0.3056	-
AFAP1L2	9.2	1.3	0.3056	-
USP32	1481.2	-0.1	0.3056	-
SLC2A4	6.7	-1.2	0.3056	-
ZFP90	753.8	0.2	0.3056	-
SMIM25	26.2	-0.6	0.3056	-
DIMT1	481	-0.3	0.3058	-
CERKL	549.3	-0.5	0.3058	-
AL683813.1	22.3	0.6	0.3058	-
ERLEC1	1900.1	-0.1	0.3059	-
RBP1	19.6	1.1	0.3059	-
NAALADL2	332.7	0.6	0.3059	-
MCRS1	747.3	-0.1	0.3059	-
SCAMP3	1069.9	-0.1	0.3061	-
SLC27A3	357.6	-0.3	0.3061	-
LINC02308	9.7	1.2	0.3061	-
AC112497.1	23.7	-0.5	0.3065	-
GRPEL2	206.9	0.2	0.3068	-
TNRC6C	437	0.3	0.3069	-
XRCC5	5051.2	-0.1	0.3069	-
RAB32	689.5	0.3	0.307	-
MKNK2	1551	-0.3	0.3072	-
ZNF45	255.6	0.2	0.3072	-
PSPN	56.5	-0.4	0.3072	-
SLC38A6	431.3	0.2	0.3073	-
FAM214B	692.1	0.2	0.3074	-
AXIN1	504.2	-0.2	0.3074	-
CMTM1	26.3	0.5	0.3075	-
SEL1L3	1639	0.5	0.3076	-
CACNA2D1	1340.9	0.2	0.3076	-
TOR1AIP2	1611.6	-0.2	0.3076	-
NEURL1B	150.1	0.5	0.3076	-
AKR1B15	16.4	0.7	0.3076	-
BPGM	609	0.4	0.3078	-
CYCS	705.3	-0.3	0.3079	-
MAN1C1	958	0.4	0.3081	-
SRRM2	11237.4	-0.1	0.3082	-
PGP	158.7	-0.2	0.3082	-
PPP2R5A	730.3	-0.2	0.3083	-
SELENOK	367.9	-0.2	0.3083	-
SLC35A3	528.9	-0.3	0.3085	-
ICAM3	121.6	-0.5	0.3086	-
GRN	10840.6	0.2	0.3088	-
KIAA2012	15.5	0.9	0.3088	-
ZNF84	553.3	0.3	0.3088	-
CLYBL	32.1	-0.6	0.309	-
TMEM91	204.1	-0.4	0.309	-
NUDT14	86.8	0.4	0.3091	-
AC135050.6	47.4	-0.4	0.3091	-
POGZ	1255.1	0.3	0.3092	-
JPH2	34	-0.7	0.3092	-
FAT3	21.7	0.6	0.3092	-
AC069547.1	14.3	0.9	0.3092	-
GNPAT	876.7	-0.2	0.3094	-
NDUFC2	1538.4	-0.1	0.3094	-
CD47	2209.5	0.2	0.3094	-
PPIAL4G	6.9	1.3	0.3094	-
SNHG1	448.5	0.2	0.3094	-
AL034346.1	62.7	0.5	0.3094	-
AC007114.1	20.7	0.6	0.3094	-
IPO5P1	53.7	0.5	0.3094	-
IL17RE	34.6	-0.5	0.31	-
NIPAL2	1239.8	0.3	0.3102	-
TAF1D	1162.9	-0.1	0.3102	-
LIN9	43.6	0.5	0.3105	-
AMH	14.4	-0.9	0.3109	-
SKOR1	6.2	-1	0.3109	-
HSD17B10	479.8	-0.2	0.3111	-
SLC30A7	854.1	-0.2	0.3111	-
C1QTNF9B	38.9	0.7	0.3111	-
DCTN6	437.8	-0.2	0.3112	-
PI4KA	2380.6	0.1	0.3112	-
PPM1A	1262.3	-0.1	0.3115	-
TNKS2	2334	0.2	0.3116	-
SOX5	154.1	-0.4	0.3118	-
BSDC1	1736.5	0.1	0.3118	-
CBS	186.9	-1.3	0.3118	-
ZCRB1	719	0.1	0.3119	-
ATAD3A	375.5	-0.3	0.3119	-
CD83	91	0.6	0.312	-
ORMDL2	233.5	-0.3	0.312	-
DGKB	13	1.4	0.312	-
LURAP1	47.7	0.4	0.312	-
NUPR1	2808.4	0.3	0.312	-
AL662797.1	49.2	1	0.312	-
IP6K2	789.7	0.3	0.3121	-
HCP5	14.1	1.1	0.3124	-
ALAS1	954.2	0.2	0.3125	-
SZRD1	3673.5	-0.2	0.3125	-
KALRN	45.5	1	0.3125	-
AC009779.2	117.4	0.3	0.3129	-
ZKSCAN4	124.3	0.3	0.313	-
VEZF1	1655.6	-0.1	0.3131	-
RAB21	1154.6	-0.2	0.3134	-
ACOT13	460.3	0.3	0.3134	-
PTPRK	2614.5	0.2	0.3137	-
SIX4	579.2	0.3	0.3139	-
MIIP	201.7	-0.4	0.3142	-
OPN1SW	54.9	-0.5	0.3142	-
ZNF672	259.9	0.2	0.3142	-
HAS2-AS1	19.6	0.7	0.3142	-
TOGARAM2	43.2	-2	0.3146	-
SNPH	273.6	0.2	0.3148	-
CAMK2D	4094.9	-0.2	0.3148	-
TMEM14C	1521.3	-0.2	0.3151	-
TRAPPC2L	680.4	0.3	0.3151	-
NOP58	519.1	-0.2	0.3154	-
UBE2Q2P2	22.1	0.7	0.3157	-
ANKRD54	235.9	-0.2	0.3166	-
TALDO1	2068.4	-0.2	0.3166	-
CLIP1	5389.4	-0.2	0.3167	-
NELFB	1246.5	-0.2	0.3167	-
RAD9B	17.5	0.8	0.3168	-
TXNDC16	275.6	-0.3	0.317	-
ADGRV1	12.4	0.7	0.3171	-
CSPP1	405.5	0.2	0.3172	-
RNF19B	179.5	0.3	0.3172	-
PTGIS	10032.2	0.6	0.3172	-
AC007563.2	7.5	-1	0.3172	-
ZNF703	1266	-0.5	0.3173	-
PPARA	896.7	-0.2	0.3173	-
PIGQ	640.3	-0.3	0.3174	-
NSMCE4A	185.3	-0.3	0.3174	-
CCDC47	1562.5	-0.2	0.3174	-
NSL1	363.4	0.2	0.3174	-
EPS8L1	9.2	-0.9	0.3174	-
FBRS	1062.1	-0.2	0.3174	-
BET1L	1254.9	0.2	0.3174	-
NMNAT2	13.4	-1.7	0.3176	-
PHB	1232.8	-0.1	0.3176	-
PRR19	15.1	0.9	0.3176	-
CMSS1	191.5	-0.2	0.3178	-
COX19	192.8	0.2	0.3178	-
AC068580.4	246.3	0.3	0.3184	-
AL139099.1	110.8	-1	0.3184	-
NRSN2	1158.3	0.1	0.3185	-
SLC35E3	539.8	-0.3	0.3185	-
CHMP1B	1024.4	-0.1	0.3189	-
AL121832.2	13.1	0.7	0.3189	-
SPAG8	30.9	0.6	0.319	-
CTDSPL2	489.4	0.2	0.3192	-
PLD4	6.5	1.5	0.3192	-
RGMA	522.9	-0.4	0.3193	-
STK40	610.9	0.3	0.3194	-
DIP2A	864.4	0.2	0.3196	-
ATF4	5797.2	0.2	0.3197	-
CES3	14.1	0.8	0.3197	-
LINC00667	684	0.3	0.3201	-
ANO2	10	-1.1	0.3202	-
PITPNA	1652.5	-0.2	0.3202	-
PGBD2	62.6	0.4	0.3202	-
SEPT3	17.9	1.1	0.3204	-
HK1	2431.4	-0.2	0.3204	-
CETN2	743.5	0.2	0.3206	-
CDKN2D	78.6	-0.5	0.3211	-
ZNF32-AS2	17.7	0.8	0.3211	-
UCHL3	312.2	0.2	0.3212	-
JUND	1340	0.2	0.3212	-
CDK20	153	0.4	0.3214	-
TTC32	68.6	-0.5	0.3214	-
PRKG1-AS1	11.3	0.8	0.3214	-
ZDHHC16	782.3	-0.2	0.3215	-
DCLRE1A	136.7	0.2	0.3215	-
LINC01165	28.4	-0.9	0.3215	-
DHRS7	804.6	-0.1	0.3217	-
RAB3IP	52.5	-0.5	0.3217	-
ZSWIM4	117.4	-0.6	0.3217	-
PPP1R26	223.9	0.2	0.3217	-
PPP1R3E	144.3	0.3	0.3217	-
TSHZ3	861.8	0.2	0.3218	-
PAQR3	373.7	-0.2	0.3219	-
RNF149	729.9	-0.2	0.322	-
CRY2	552.9	0.2	0.3221	-
KRBA2	63.2	0.4	0.3221	-
HSF2	250.3	0.2	0.3224	-
ZNF843	41	0.4	0.3224	-
R3HDM4	645.6	-0.2	0.3224	-
ARHGEF18	816.6	-0.1	0.3225	-
VAX2	19.7	-0.6	0.3225	-
B3GALNT2	297.9	0.3	0.3225	-
GSN-AS1	96.3	0.7	0.323	-
ACAA2	1202.7	-0.2	0.3231	-
C2orf68	360.6	0.2	0.3231	-
HES4	10.2	-1.2	0.3231	-
INTS6-AS1	54.6	0.4	0.3231	-
IFNAR2	294.2	-0.4	0.3233	-
NUP85	429.8	-0.2	0.3234	-
Z68871.1	27.7	0.6	0.3234	-
ART5	22.2	0.9	0.3237	-
RAD23B	8731.2	-0.4	0.3241	-
DTNB	98.8	0.3	0.3241	-
GRK2	700.8	-0.2	0.3244	-
Z99129.4	127.4	-0.4	0.3246	-
GINS2	21.7	0.7	0.325	-
HEATR3	227.1	-0.5	0.3251	-
GADD45GIP1	623.1	-0.1	0.3252	-
AC005606.2	9.7	-1.5	0.3253	-
ARRB2	139.7	0.3	0.3256	-
SERAC1	986.6	0.3	0.3257	-
TMEM169	10.9	0.9	0.3257	-
TRABD	401.9	-0.3	0.3257	-
ZNF404	86.2	0.5	0.3257	-
TM6SF1	30.5	-0.8	0.3259	-
ABRAXAS2	440.5	-0.2	0.3263	-
RAD17	465.8	0.2	0.3265	-
AC108488.1	47.3	0.5	0.3265	-
ATP6AP1L	96.8	0.4	0.3267	-
LINC-PINT	116.8	-0.3	0.3267	-
ATF1	418.5	0.2	0.3268	-
OSBPL1A	1816.7	0.3	0.3268	-
RAB24	469.1	0.1	0.3268	-
SUPT4H1	883.2	-0.1	0.3268	-
ZNF675	77.7	0.4	0.3269	-
ITGB3	198.9	-0.4	0.3269	-
MCAT	181.5	-0.2	0.327	-
ZNF512B	884.6	0.2	0.327	-
PLEKHM2	3691.6	-0.1	0.3271	-
LDAH	323.6	0.3	0.3271	-
RNF138	127.6	0.4	0.3271	-
SH3GLB2	1215.3	0.2	0.3271	-
FOXG1	7.3	-1.5	0.3271	-
ZNF292	1150.3	0.2	0.3271	-
VEPH1	638.2	-0.6	0.3271	-
MRVI1	5579.7	-0.4	0.3272	-
RAB12	813.3	-0.2	0.3274	-
CYB5B	967.9	0.2	0.3275	-
DYM	1056.6	0.1	0.3275	-
USP49	275.6	0.2	0.3275	-
CD7	9	-0.9	0.3275	-
CPXM1	60.1	0.7	0.3277	-
CAD	1071.7	-0.2	0.3279	-
ZNF784	79	0.3	0.3279	-
TEX22	17.4	1.1	0.3281	-
TBCB	894.4	-0.2	0.3283	-
AL356488.3	27.3	0.7	0.3288	-
KAT6A	1282.3	0.1	0.3292	-
GABARAP	4837.2	0.1	0.3292	-
SCARA5	402	-1.6	0.3293	-
ORAI3	1043.6	-0.3	0.3293	-
SLF2	902.5	0.2	0.3294	-
CDC16	1429.9	-0.1	0.3294	-
RPP25	35.4	-0.6	0.3294	-
UBA7	797.6	0.3	0.3294	-
AC073343.1	7.8	1	0.3294	-
TARID	234.4	-0.6	0.3294	-
NDUFS1	1746.6	-0.1	0.3298	-
PNISR	3424.3	0.1	0.3298	-
DNTTIP1	331.2	0.2	0.3304	-
NCOA2	1434.4	0.2	0.3304	-
ARL8A	513.2	-0.2	0.3304	-
FAM193B	922.5	0.2	0.3304	-
MAGED4B	1029	0.2	0.3306	-
MDM1	190.7	0.2	0.3313	-
KLC4	374.5	0.2	0.3314	-
NGF-AS1	36.4	0.7	0.3314	-
PLAGL2	355.5	-0.2	0.3315	-
AC105020.1	36.2	-0.5	0.3317	-
LYRM2	559.6	0.2	0.3319	-
MIB2	843.5	0.2	0.3322	-
FLNC	11851.4	0.2	0.3323	-
STT3B	3845.9	-0.2	0.3323	-
BCL11A	7.1	0.9	0.3325	-
PLA2G6	298.6	-0.3	0.3326	-
ARID2	625.9	0.2	0.3326	-
TRPM3	14.8	0.8	0.3327	-
NUBP1	197.7	0.3	0.3327	-
OXER1	6.5	1.4	0.3327	-
EXOSC1	300	0.2	0.3327	-
CDC26	324.3	-0.1	0.3327	-
AC004551.1	21.8	1	0.3328	-
IGFLR1	40.9	-0.8	0.3328	-
CDK12	1187.5	0.1	0.3328	-
GUCY1A2	75.4	1.1	0.3329	-
RGL4	41.8	0.4	0.333	-
CBWD6	93.7	1.5	0.3331	-
AC027290.2	48.5	0.4	0.3332	-
MAPKBP1	699.8	-0.2	0.3333	-
RBM15	157	-0.2	0.3334	-
OSCP1	105.7	0.3	0.3336	-
BTN2A2	232.5	0.3	0.3336	-
SMURF2	3163.9	0.3	0.334	-
GCFC2	286.9	-0.2	0.3342	-
DOK3	51.2	-0.7	0.3342	-
SOCS4	638	-0.1	0.3342	-
EIF2AK3-DT	22.8	0.6	0.3342	-
PNMA2	769.9	-0.6	0.3345	-
HERC5	78.1	0.8	0.3347	-
PLXNB2	10646.5	0.2	0.3347	-
LINC00240	9.8	-0.8	0.3348	-
PIK3CB	356.2	-0.2	0.3349	-
NTPCR	684.2	0.3	0.3352	-
PHACTR1	79.4	0.6	0.3362	-
MRPS12	245	-0.2	0.3362	-
ECPAS	2845.8	-0.2	0.3362	-
ZNF143	257.3	-0.2	0.3362	-
AC004241.5	9.4	-0.9	0.3362	-
USP14	1315.3	-0.1	0.3364	-
EHD4	652.8	-0.3	0.3364	-
TSTD2	470.1	0.2	0.3365	-
ELAC1	130.1	0.2	0.3368	-
QSOX2	327.1	-0.1	0.3368	-
FAM24B	36.7	0.4	0.3368	-
UBA6	926.7	0.4	0.3369	-
AC140134.1	74.6	0.7	0.3369	-
C19orf47	138	0.3	0.3371	-
RASGEF1A	33.3	0.7	0.3373	-
RGPD8	160	0.4	0.3374	-
SERPINB6	1700.6	0.2	0.3375	-
TMEM269	14.8	0.7	0.3379	-
PUS10	120.5	0.3	0.338	-
AC090587.2	8.8	-0.9	0.3382	-
AP002956.1	76.3	-1.2	0.3384	-
BCO2	29.2	0.7	0.3384	-
MYDGF	1500.9	-0.1	0.3385	-
AL356215.1	6.2	1.1	0.3385	-
SMAP1	708.3	0.1	0.3388	-
DCPS	228.1	0.3	0.3389	-
